page_id,word_list,origin_fixations,adjust_fixations
1226,"['A', 'judge', 'in', 'the', 'US', 'State', 'of', 'Arizona', 'has', 'ruled', 'that', 'a', '1901', 'ban', 'on', 'nearly', 'all', 'abortions', 'can', 'now', 'be', 'reintroduced', 'Only', 'terminations', 'to', 'save', 'the', ""mother's"", 'life', 'will', 'be', 'permitted', 'The', 'Republican', 'attorney', 'general', 'of', 'Arizona', 'said', 'he', 'applauded', 'the', ""court's"", 'decision', 'It', 'was', 'made', 'possible', 'by', 'the', 'Supreme', 'Court', 'in', 'Washington', 'overturning', 'the', '1973', 'Roe', 'v', 'Wade', 'ruling', 'which', 'granted', 'the', 'right', 'for', 'all', 'women', 'in', 'the', 'United', 'States', 'to', 'have', 'access', 'to', 'abortion', 'A', 'Colombian', 'dissident', 'group', 'which', 'rejected', 'the', '2016', 'peace', 'deal', 'with', 'the', ""country's"", 'largest', 'guerrilla', 'movement', 'the', 'FARC', 'has', 'said', 'it', 'is', 'prepared', 'to', 'stop', 'its', 'attacks', 'against', 'government', 'forces', 'to', 'help', 'ceasefire', 'talks', 'The', 'Colombian', 'president', 'Gustavo', 'Petro', 'a', 'former', 'guerrilla', 'fighter', 'took', 'office', 'last', 'month', 'promising', 'to', 'fully', 'implement', 'the', '2016', 'deal', 'and', 'reach', 'a', 'settlement', 'with', 'all', 'armed', 'groups', 'The', ""world's"", 'longest', 'ruling', 'head', 'of', 'state', 'Present', 'Teodoro', 'Obiang', 'of', 'Equatorial', 'Guinea', 'will', 'run', 'for', 'office', 'again', 'in', 'elections', 'due', 'to', 'be', 'held', 'in', 'November', 'His', 'son', 'vice', 'president', 'Teodoro', 'Nguema', 'Obiang', 'Mangue', 'said', 'that', 'his', 'father', 'had', 'been', 'nominated', 'due', 'to', 'his', 'charisma', 'leadership', 'and', 'political', 'experience', 'And', 'the', 'former', 'tennis', ""men's"", 'world', 'number', 'one', 'Roger', 'Federer', 'has', 'bade', 'a', 'tearful', 'farewell', 'to', 'the', 'sport', 'The', 'Swiss', 'player', 'joined', 'forces', 'with', 'his', 'former', 'rival', 'Rafael', 'Nadal', 'for', 'a', 'doubles', 'match', 'in', 'the', 'Laver', 'Cup', 'in', 'London', 'Russell', 'Fuller', 'was', 'watching', 'There', 'was', 'one', 'fleeting', 'match', 'point', 'on', 'Roger', ""Federer's"", 'serve', 'but', 'it', 'was', 'the', 'Americans', 'representing', 'Team', 'World', 'who', 'won', 'the', 'final', 'point', 'Sympathetic', 'applause', 'soon', 'made', 'way', 'for', 'loud', 'cheers', 'as', 'Federal', 'hugged', 'European', 'teammates', 'like', 'Novak', 'Djokovic', 'and', 'Andy', 'Murray']","[(454, 465), (268, 300), (172, -10), (433, 187), (379, 190), (434, 88), (577, 145), (648, 66), (696, 75), (748, 129), (685, 88), (908, 159), (973, 178), (1155, 87), (1106, 92), (1194, 100), (1256, 122), (1362, 70), (1335, 128), (1404, 400), (1647, 27), (1563, 48), (1521, 69), (1574, 106), (1594, 104), (1579, 170), (1647, 135), (1613, 163), (347, 192), (389, 257), (389, 261), (370, 58), (676, 160), (741, 134), (798, 218), (868, 178), (1002, 135), (1029, 211), (1423, 145), (1195, 190), (1273, 250), (1338, 229), (1349, 157), (1493, 233), (1489, 163), (1553, 210), (1499, 147), (1570, 95), (1605, 101), (1565, 248), (1688, 154), (410, 194), (456, 240), (396, 265), (554, 217), (490, 214), (666, 99), (705, 111), (718, 218), (687, 117), (889, 255), (947, 223), (985, 213), (1078, 232), (963, 234), (893, 222), (1028, 199), (1081, 215), (1136, 243), (1174, 253), (1100, 218), (1375, 178), (1396, 276), (1397, 211), (1558, 168), (1531, 263), (1616, 228), (355, 362), (448, 266), (506, 280), (514, 209), (658, 406), (619, 306), (654, 249), (740, 170), (774, 266), (840, 275), (1006, 289), (1072, 277), (1132, 316), (1199, 328), (1599, 291), (1531, 332), (1448, 207), (1656, 370), (265, 424), (629, 563), (561, 325), (581, 292), (655, 354), (798, 327), (850, 341), (977, 328), (977, 286), (1031, 275), (1147, 346), (1228, 304), (1293, 308), (1353, 362), (1341, 278), (1527, 335), (1463, 364), (1507, 335), (482, 492), (452, 355), (397, 336), (483, 334), (526, 364), (568, 449), (685, 366), (790, 342), (929, 399), (1014, 449), (1040, 486), (1363, 387), (1288, 416), (1348, 383), (1375, 464), (1132, 385), (385, 454), (753, 331), (756, 411), (925, 439), (1325, 452), (1332, 401), (1322, 464), (1360, 423), (1458, 459), (1510, 471), (1574, 446), (1478, 452), (1283, 466), (332, 469), (512, 668), (521, 528), (537, 466), (632, 486), (683, 494), (757, 518), (836, 492), (913, 510), (964, 485), (1031, 485), (1122, 332), (1262, 564), (1432, 597), (1251, 450), (1398, 523), (1386, 558), (1328, 505), (1410, 522), (1481, 520), (1538, 501), (1580, 457), (1045, 465), (136, 877), (376, 650), (365, 560), (401, 516), (474, 488), (560, 584), (713, 543), (832, 533), (975, 441), (955, 640), (960, 651), (1165, 594), (1225, 548), (1161, 531), (1254, 547), (1298, 520), (1258, 563), (1340, 598), (1431, 641), (1374, 515), (1411, 484), (1456, 554), (1525, 543), (1603, 578), (144, 662), (408, 740), (555, 529), (612, 588), (593, 663), (685, 657), (969, 630), (1011, 658), (1308, 595), (1441, 586), (1514, 598), (1616, 613), (1639, 613), (1565, 631), (307, 694), (439, 701), (486, 700), (598, 683), (598, 621), (557, 604), (625, 675), (898, 558), (809, 615), (613, 621), (784, 681), (860, 743), (908, 674), (943, 722), (999, 639), (1142, 642), (1294, 699), (1407, 662), (1460, 671), (1593, 670), (467, 735), (579, 686), (601, 705), (511, 710), (606, 719), (668, 726), (744, 704), (906, 784), (897, 720), (966, 711), (1056, 728), (1141, 744), (1122, 682), (1204, 729), (1253, 707), (1447, 714), (1472, 722), (1403, 747), (1495, 679), (1565, 726), (281, 775), (529, 533), (567, 693), (664, 748), (791, 756), (853, 761), (1205, 669), (1155, 731), (1244, 778), (1420, 886), (1518, 819), (1256, 848), (1309, 816), (463, 838), (459, 790), (561, 782), (444, 789), (732, 824), (788, 808), (859, 772), (969, 824), (1029, 847), (1298, 829), (1377, 828), (1573, 843), (347, 915), (382, 865), (565, 830), (615, 845), (698, 864), (750, 957), (794, 814), (844, 872), (897, 816), (1106, 865), (1143, 894), (1254, 864), (1309, 859), (1365, 818), (1553, 849), (1604, 836), (497, 923), (550, 908), (591, 864), (678, 847)]","[(454, 105), (268, 109), (172, 106), (433, 109), (379, 111), (434, 121), (577, 121), (648, 115), (696, 110), (748, 105), (685, 102), (908, 106), (973, 103), (1155, 99), (1106, 99), (1194, 100), (1256, 101), (1362, 102), (1335, 102), (1404, 103), (1647, 101), (1563, 105), (1521, 113), (1574, 121), (1594, 128), (1579, 134), (1647, 141), (1613, 149), (347, 157), (389, 165), (389, 168), (370, 168), (676, 169), (741, 172), (798, 175), (868, 178), (1002, 180), (1029, 183), (1423, 185), (1195, 188), (1273, 188), (1338, 187), (1349, 183), (1493, 180), (1489, 177), (1553, 177), (1499, 176), (1570, 178), (1605, 181), (1565, 186), (1688, 192), (410, 198), (456, 204), (396, 210), (554, 212), (490, 214), (666, 215), (705, 216), (718, 217), (687, 218), (889, 219), (947, 219), (985, 220), (1078, 221), (963, 222), (893, 222), (1028, 221), (1081, 221), (1136, 221), (1174, 222), (1100, 222), (1375, 227), (1396, 232), (1397, 236), (1558, 242), (1531, 247), (1616, 252), (355, 257), (448, 261), (506, 266), (514, 267), (658, 269), (619, 270), (654, 272), (740, 274), (774, 277), (840, 279), (1006, 285), (1072, 291), (1132, 297), (1199, 302), (1599, 308), (1531, 315), (1448, 320), (1656, 326), (265, 330), (629, 331), (561, 331), (581, 331), (655, 331), (798, 331), (850, 328), (977, 324), (977, 321), (1031, 321), (1147, 322), (1228, 323), (1293, 324), (1353, 325), (1341, 326), (1527, 332), (1463, 338), (1507, 343), (482, 346), (452, 349), (397, 353), (483, 359), (526, 365), (568, 372), (685, 377), (790, 381), (929, 388), (1014, 394), (1040, 399), (1363, 404), (1288, 407), (1348, 409), (1375, 413), (1132, 416), (385, 420), (753, 423), (756, 426), (925, 431), (1325, 435), (1332, 440), (1322, 446), (1360, 449), (1458, 454), (1510, 457), (1574, 460), (1478, 465), (1283, 469), (332, 474), (512, 478), (521, 481), (537, 483), (632, 486), (683, 489), (757, 491), (836, 492), (913, 494), (964, 495), (1031, 498), (1122, 502), (1262, 506), (1432, 509), (1251, 510), (1398, 513), (1386, 516), (1328, 517), (1410, 519), (1481, 518), (1538, 517), (1580, 520), (1045, 522), (136, 526), (376, 529), (365, 531), (401, 534), (474, 537), (560, 541), (713, 544), (832, 545), (975, 545), (955, 547), (960, 550), (1165, 550), (1225, 551), (1161, 551), (1254, 550), (1298, 551), (1258, 553), (1340, 556), (1431, 555), (1374, 554), (1411, 558), (1456, 562), (1525, 572), (1603, 584), (144, 595), (408, 603), (555, 605), (612, 612), (593, 618), (685, 622), (969, 625), (1011, 623), (1308, 618), (1441, 615), (1514, 615), (1616, 619), (1639, 626), (1565, 633), (307, 640), (439, 641), (486, 642), (598, 643), (598, 642), (557, 646), (625, 651), (898, 647), (809, 647), (613, 647), (784, 653), (860, 658), (908, 664), (943, 669), (999, 669), (1142, 670), (1294, 677), (1407, 680), (1460, 684), (1593, 688), (467, 693), (579, 698), (601, 703), (511, 708), (606, 712), (668, 715), (744, 717), (906, 718), (897, 719), (966, 720), (1056, 721), (1141, 721), (1122, 721), (1204, 722), (1253, 720), (1447, 720), (1472, 721), (1403, 724), (1495, 724), (1565, 726), (281, 728), (529, 731), (567, 735), (664, 741), (791, 747), (853, 757), (1205, 765), (1155, 775), (1244, 784), (1420, 792), (1518, 799), (1256, 805), (1309, 810), (463, 814), (459, 813), (561, 813), (444, 814), (732, 816), (788, 817), (859, 818), (969, 822), (1029, 826), (1298, 830), (1377, 835), (1573, 839), (347, 844), (382, 848), (565, 851), (615, 855), (698, 858), (750, 860), (794, 861), (844, 863), (897, 862), (1106, 862), (1143, 862), (1254, 862), (1309, 860), (1365, 858), (1553, 856), (1604, 854), (497, 853), (550, 852), (591, 851), (678, 848)]"
1227,"['And', 'both', 'he', 'and', 'Nadal', 'were', 'in', 'tears', 'as', 'they', 'watched', 'a', 'tribute', 'video', 'on', 'the', 'big', 'screen', 'More', 'tears', 'followed', 'as', 'Jim', 'Courier', 'asked', 'Federer', 'about', 'the', 'decades', 'of', 'support', 'from', 'his', 'family', 'His', 'parents', 'wife', 'and', 'both', 'sets', 'of', 'twins', 'were', 'present', 'in', 'the', 'city', 'which', 'has', 'witnessed', 'so', 'much', 'of', 'his', 'success', 'Live', 'from', 'London']","[(342, 43), (355, 93), (399, 131), (435, 49), (457, 125), (534, 243), (533, 96), (654, 119), (715, 124), (856, 111), (990, 170), (1010, 195), (911, 79), (844, 95), (883, 154), (960, 109), (1409, 141), (1369, 53), (1438, 65), (1098, 22), (1556, -26), (31, 51), (380, 20), (309, 66), (580, -49), (1172, 169), (1218, 142), (1284, 139), (1381, 103), (455, 188), (532, 197), (651, 213), (762, 241), (1175, 249), (1295, 233), (1525, 213)]","[(342, 80), (355, 86), (399, 92), (435, 96), (457, 99), (534, 107), (533, 115), (654, 118), (715, 121), (856, 120), (990, 119), (1010, 116), (911, 111), (844, 104), (883, 97), (960, 90), (1409, 82), (1369, 74), (1438, 67), (1098, 61), (1556, 58), (31, 60), (380, 68), (309, 78), (580, 91), (1172, 106), (1218, 123), (1284, 141), (1381, 159), (455, 175), (532, 187), (651, 195), (762, 202), (1175, 207), (1295, 210), (1525, 213)]"
1236,"[""Canada's"", 'emergency', 'preparedness', 'minister', 'Bill', 'Blair', 'said', 'it', 'will', 'take', 'several', 'months', 'to', 'restore', 'some', 'of', 'the', 'damage', 'inflicted', 'by', 'Tropical', 'Storm', 'Fiona', 'The', 'storm', 'lashed', 'the', 'Atlantic', 'coast', 'of', 'Canada', 'at', 'the', 'weekend', 'bringing', 'with', 'it', 'winds', 'of', 'up', 'to', '170', 'kilometres', 'an', 'hour', 'Houses', 'along', 'the', 'coast', 'were', 'destroyed', 'trees', 'uprooted', 'and', 'power', 'knocked', 'out', 'The', 'value', 'of', 'the', 'British', 'pound', 'has', 'slumped', 'to', 'an', 'all-time', 'low', 'against', 'the', 'dollar', 'It', 'dropped', 'by', 'four', 'percent', 'in', 'early', 'trading', 'and', 'is', 'now', 'worth', 'around', 'one', 'dollar', 'and', 'five', 'cents', 'The', 'fall', 'follows', 'a', 'frosty', 'reception', 'by', 'the', 'markets', 'to', 'the', 'UK', ""government's"", 'announcement', 'last', 'week', 'that', 'it', 'will', 'cut', 'taxes', 'and', 'hugely', 'increase', 'borrowing', 'The', ""BBC's"", 'Suranjana', 'Tewari', 'in', 'Singapore', 'says', 'Asian', 'investors', 'are', 'also', 'dumping', 'sterling', 'and', 'other', 'currencies', 'because', 'the', 'US', 'Federal', 'Reserve', 'has', 'hiked', 'interest', 'rates', 'so', 'quickly', 'to', 'fight', 'inflation', 'This', 'is', 'as', 'much', 'a', 'story', 'about', 'a', 'weak', 'pound', 'but', 'also', 'about', 'the', 'strong', 'dollar', 'and', ""that's"", 'largely', 'because', 'of', 'what', 'the', 'Fed', 'has', 'done', 'over', 'in', 'the', 'US', 'It', 'continues', 'to', 'raise', 'interest', 'rates', 'to', 'try', 'and', 'reduce', 'inflation', 'And', ""that's"", ""what's"", 'causing', 'the', 'dollar', 'to', 'become', 'so', 'strong', 'and', 'other', 'currencies', 'like', 'the', 'pound', 'to', 'become', 'so', 'weak', 'Anti-government', 'demonstrations', 'have', 'taken', 'place', 'in', 'several', 'suburbs', 'of', 'the', 'Tunisian', 'capital', 'Tunis', 'Marchers', 'criticized', 'the', 'government', 'of', 'present', 'Kais', 'Saied', 'for', 'failing', 'to', 'tackle', 'inflation', 'and', 'rising', 'prices', 'for', 'staple', 'goods', 'Videos', 'on', 'social', 'media', 'shows', 'supermarket', 'customers', 'scuffling', 'over', 'packets', 'of', 'sugar']","[(514, 500), (349, 212), (397, 162), (335, 110), (399, 149), (466, 77), (394, 97), (401, 143), (596, 208), (423, 124), (540, 137), (249, 204), (629, 209), (392, 144), (607, 166), (622, 104), (747, 130), (993, 254), (1070, 242), (1071, 187), (1128, 146), (1087, 191), (1085, 27), (1306, 130), (1375, 161), (1403, 135), (1651, 177), (447, 183), (469, 174), (815, 164), (878, 165), (688, 214), (770, 186), (985, 149), (1038, 172), (1031, 258), (1029, 165), (1212, 96), (1182, 174), (1084, 168), (1048, 190), (1306, 187), (1353, 181), (1417, 215), (1508, 212), (1840, 182), (255, 230), (547, 308), (399, 227), (612, 261), (661, 275), (700, 176), (687, 227), (954, 287), (920, 265), (1004, 234), (1126, 287), (1170, 236), (1385, 200), (1157, 299), (1424, 227), (1465, 233), (1537, 252), (1592, 304), (1656, 305), (1627, 235), (1715, 222), (627, 271), (435, 299), (515, 294), (758, 303), (747, 264), (842, 294), (853, 315), (889, 282), (927, 299), (972, 283), (889, 276), (920, 348), (1134, 311), (1026, 283), (1107, 334), (1376, 301), (1354, 197), (1507, 307), (1577, 300), (1650, 288), (1814, 288), (312, 345), (390, 321), (475, 305), (524, 382), (663, 298), (820, 342), (857, 385), (1081, 328), (1141, 328), (1219, 358), (1284, 350), (1357, 323), (1536, 341), (1506, 303), (426, 357), (402, 378), (541, 376), (411, 445), (346, 414), (482, 418), (544, 366), (590, 395), (661, 412), (708, 411), (400, 435), (543, 412), (704, 250), (703, 341), (761, 409), (905, 409), (957, 399), (1360, 366), (1460, 393), (1476, 404), (1405, 418), (1206, 414), (1298, 438), (1337, 464), (1456, 476), (1340, 350), (1698, 376), (1742, 420), (248, 372), (367, 479), (612, 519), (422, 528), (678, 482), (595, 482), (556, 424), (675, 412), (665, 381), (723, 435), (666, 452), (593, 444), (684, 450), (799, 445), (691, 471), (957, 446), (1094, 461), (1237, 453), (1430, 430), (1507, 456), (1548, 453), (1529, 500), (1491, 463), (1585, 432), (1642, 434), (1726, 489), (381, 552), (275, 599), (616, 464), (694, 496), (567, 515), (649, 501), (665, 488), (721, 536), (1111, 551), (1044, 507), (1293, 518), (1414, 546), (1651, 511), (1699, 518), (957, 470), (878, 461), (777, 474), (364, 551), (488, 507), (668, 521), (1190, 503), (1374, 561), (1215, 472), (1400, 465), (1568, 414), (1614, 418), (1846, 443), (499, 482), (511, 439), (408, 513), (532, 510), (821, 508), (863, 462), (1222, 500), (1478, 458), (483, 541), (416, 585), (480, 588), (618, 564), (506, 596), (705, 597), (704, 580), (820, 526), (992, 594), (792, 518), (853, 555), (905, 584), (547, 657), (1033, 582), (763, 567), (740, 544), (836, 614), (860, 594), (1015, 636), (1138, 620), (1182, 578), (1230, 632), (1466, 518), (1340, 552), (1322, 602), (1643, 692), (1735, 539), (1712, 623), (302, 594), (201, 622), (372, 635), (292, 657), (436, 690), (474, 683), (554, 668), (602, 700), (784, 594), (880, 621), (820, 686), (887, 672), (1038, 649), (1321, 600), (1065, 965), (1227, 663), (1301, 680), (1394, 629), (1485, 653), (1496, 715), (1514, 641), (1636, 644), (1714, 670), (248, 542), (323, 542), (483, 677), (803, 592), (783, 680), (890, 761), (1153, 752), (1264, 769), (1090, 660), (1146, 868), (1432, 690), (1395, 714), (1510, 709), (1386, 729), (1643, 656), (1620, 745), (644, 786), (547, 748), (426, 759), (297, 787), (319, 740), (404, 778), (449, 866), (505, 829), (443, 782), (501, 699), (512, 743), (475, 773), (545, 802), (579, 840), (483, 849), (637, 806), (656, 819), (921, 805), (982, 830), (1092, 756), (1003, 759), (1179, 744), (1240, 738), (1169, 924), (1127, 660), (1091, 716), (1189, 794), (1237, 808), (1366, 778), (1423, 778), (1568, 754), (1504, 751), (1610, 760), (37, 744), (247, 825), (492, 851), (1582, 782), (638, 703), (500, 852), (617, 877), (668, 860), (821, 856), (873, 845), (993, 867), (1025, 822), (1015, 929), (894, 824), (906, 789), (1092, 816), (1026, 780), (1189, 882), (1122, 859), (1174, 811), (1205, 842), (1262, 894), (1239, 798), (1352, 818), (1416, 842), (1538, 832), (1611, 816), (1741, 776), (120, 838), (235, 796), (308, 885), (254, 923), (674, 874), (534, 890), (519, 947), (596, 917), (734, 913), (956, 933), (1019, 931), (1083, 896), (1277, 852), (1218, 901), (1154, 932), (1566, 799), (372, 832), (437, 864), (471, 934), (957, 892), (806, 930), (844, 886), (956, 933), (1202, 820), (1120, 822), (1314, 800), (1326, 879)]","[(514, 124), (349, 128), (397, 129), (335, 130), (399, 131), (466, 135), (394, 139), (401, 142), (596, 142), (423, 142), (540, 144), (249, 150), (629, 153), (392, 156), (607, 158), (622, 159), (747, 161), (993, 163), (1070, 165), (1071, 164), (1128, 161), (1087, 161), (1085, 161), (1306, 161), (1375, 164), (1403, 165), (1651, 167), (447, 168), (469, 169), (815, 170), (878, 171), (688, 172), (770, 172), (985, 172), (1038, 172), (1031, 173), (1029, 173), (1212, 175), (1182, 177), (1084, 179), (1048, 183), (1306, 188), (1353, 194), (1417, 200), (1508, 205), (1840, 211), (255, 220), (547, 228), (399, 236), (612, 241), (661, 243), (700, 244), (687, 245), (954, 246), (920, 247), (1004, 244), (1126, 243), (1170, 240), (1385, 237), (1157, 239), (1424, 241), (1465, 245), (1537, 251), (1592, 258), (1656, 264), (1627, 269), (1715, 275), (627, 282), (435, 287), (515, 291), (758, 294), (747, 294), (842, 294), (853, 295), (889, 295), (927, 296), (972, 296), (889, 297), (920, 298), (1134, 299), (1026, 299), (1107, 300), (1376, 300), (1354, 301), (1507, 301), (1577, 302), (1650, 304), (1814, 307), (312, 310), (390, 313), (475, 318), (524, 323), (663, 327), (820, 331), (857, 335), (1081, 337), (1141, 339), (1219, 342), (1284, 346), (1357, 349), (1536, 353), (1506, 357), (426, 363), (402, 371), (541, 379), (411, 386), (346, 392), (482, 398), (544, 402), (590, 405), (661, 409), (708, 410), (400, 409), (543, 408), (704, 406), (703, 405), (761, 405), (905, 405), (957, 406), (1360, 406), (1460, 407), (1476, 409), (1405, 411), (1206, 413), (1298, 417), (1337, 423), (1456, 431), (1340, 438), (1698, 445), (1742, 453), (248, 459), (367, 466), (612, 470), (422, 470), (678, 468), (595, 465), (556, 461), (675, 457), (665, 453), (723, 450), (666, 447), (593, 446), (684, 447), (799, 448), (691, 450), (957, 450), (1094, 451), (1237, 452), (1430, 453), (1507, 455), (1548, 456), (1529, 460), (1491, 464), (1585, 469), (1642, 473), (1726, 479), (381, 485), (275, 491), (616, 496), (694, 502), (567, 505), (649, 508), (665, 510), (721, 513), (1111, 514), (1044, 513), (1293, 514), (1414, 514), (1651, 513), (1699, 512), (957, 511), (878, 509), (777, 507), (364, 506), (488, 502), (668, 498), (1190, 493), (1374, 488), (1215, 483), (1400, 479), (1568, 475), (1614, 472), (1846, 470), (499, 473), (511, 477), (408, 482), (532, 487), (821, 495), (863, 506), (1222, 519), (1478, 530), (483, 542), (416, 551), (480, 559), (618, 567), (506, 576), (705, 580), (704, 582), (820, 581), (992, 581), (792, 580), (853, 580), (905, 582), (547, 583), (1033, 584), (763, 586), (740, 587), (836, 591), (860, 594), (1015, 596), (1138, 598), (1182, 598), (1230, 599), (1466, 599), (1340, 602), (1322, 606), (1643, 609), (1735, 613), (1712, 619), (302, 625), (201, 632), (372, 640), (292, 647), (436, 653), (474, 658), (554, 662), (602, 665), (784, 665), (880, 666), (820, 667), (887, 666), (1038, 664), (1321, 662), (1065, 662), (1227, 660), (1301, 658), (1394, 656), (1485, 653), (1496, 651), (1514, 649), (1636, 651), (1714, 654), (248, 655), (323, 658), (483, 663), (803, 671), (783, 679), (890, 688), (1153, 696), (1264, 701), (1090, 705), (1146, 711), (1432, 716), (1395, 722), (1510, 726), (1386, 730), (1643, 733), (1620, 740), (644, 748), (547, 755), (426, 760), (297, 766), (319, 769), (404, 773), (449, 779), (505, 784), (443, 787), (501, 790), (512, 793), (475, 796), (545, 799), (579, 802), (483, 805), (637, 805), (656, 800), (921, 795), (982, 790), (1092, 784), (1003, 779), (1179, 776), (1240, 772), (1169, 769), (1127, 764), (1091, 764), (1189, 767), (1237, 769), (1366, 772), (1423, 772), (1568, 770), (1504, 770), (1610, 775), (37, 786), (247, 796), (492, 804), (1582, 812), (638, 821), (500, 831), (617, 842), (668, 849), (821, 849), (873, 846), (993, 843), (1025, 840), (1015, 837), (894, 833), (906, 829), (1092, 824), (1026, 824), (1189, 826), (1122, 827), (1174, 826), (1205, 827), (1262, 827), (1239, 826), (1352, 828), (1416, 830), (1538, 830), (1611, 833), (1741, 839), (120, 847), (235, 856), (308, 867), (254, 878), (674, 887), (534, 896), (519, 904), (596, 909), (734, 911), (956, 911), (1019, 909), (1083, 907), (1277, 904), (1218, 902), (1154, 899), (1566, 896), (372, 893), (437, 891), (471, 890), (957, 888), (806, 880), (844, 872), (956, 862), (1202, 858), (1120, 854), (1314, 849), (1326, 841)]"
1237,"['NASA', 'is', 'preparing', 'to', 'crash', 'a', 'probe', 'into', 'an', 'asteroid', 'some', '11', 'million', 'kilometers', 'from', 'Earth', 'to', 'assess', 'how', 'difficult', 'it', 'would', 'be', 'to', 'stop', 'a', 'sizable', 'piece', 'of', 'space', 'rock', 'hitting', 'our', 'planet', 'The', 'spacecraft', 'will', 'strike', 'the', 'target', 'called', 'Dimorphos', 'at', 'over', '20000', 'kilometers', 'per', 'hour', 'Scientists', 'believe', 'this', 'would', 'be', 'enough', 'to', 'deflect', 'its', 'path']","[(103, 171), (495, 133), (439, 181), (651, 143), (570, 122), (537, 159), (623, 181), (700, 183), (736, 141), (660, 125), (798, 154), (805, 157), (717, 116), (945, 148), (906, 111), (1040, 189), (1186, 170), (1246, 168), (1280, 103), (1508, 136), (1563, 168), (1647, 160), (1330, 206), (319, 284), (294, 247), (274, 210), (345, 224), (546, 195), (609, 184), (609, 145), (784, 185), (716, 217), (590, 178), (648, 115), (781, 175), (972, 173), (909, 219), (964, 207), (1082, 203), (1228, 177), (1202, 195), (1110, 233), (1413, 167), (1427, 149), (1341, 147), (1361, 63), (1485, 192), (1598, 160), (1652, 208), (1713, 208), (1636, 193), (822, 218), (744, 216), (324, 278), (372, 314), (720, 265), (486, 206), (559, 194), (666, 253), (1058, 249), (1550, 269), (1577, 232), (1465, 186), (1363, 248), (915, 281), (654, 267), (712, 285), (519, 270), (656, 256), (797, 242), (1796, 247), (326, 341), (1248, 231)]","[(103, 143), (495, 143), (439, 145), (651, 146), (570, 147), (537, 151), (623, 152), (700, 153), (736, 152), (660, 151), (798, 152), (805, 152), (717, 151), (945, 152), (906, 153), (1040, 155), (1186, 158), (1246, 160), (1280, 165), (1508, 171), (1563, 178), (1647, 184), (1330, 189), (319, 194), (294, 197), (274, 199), (345, 201), (546, 197), (609, 194), (609, 191), (784, 189), (716, 186), (590, 182), (648, 182), (781, 183), (972, 184), (909, 186), (964, 186), (1082, 186), (1228, 184), (1202, 183), (1110, 181), (1413, 178), (1427, 178), (1341, 178), (1361, 179), (1485, 183), (1598, 187), (1652, 192), (1713, 198), (1636, 204), (822, 213), (744, 219), (324, 226), (372, 231), (720, 235), (486, 239), (559, 243), (666, 247), (1058, 252), (1550, 254), (1577, 254), (1465, 255), (1363, 257), (915, 259), (654, 260), (712, 260), (519, 258), (656, 254), (797, 253), (1796, 252), (326, 252), (1248, 249)]"
