exp_id,page_id,time,fixation
598,1249,18,"[[1672.6666666666667, 589.0, 295, 155031, 155326], [1720.25, 589.0, 255, 155364, 155619], [414.5, 641.0, 473, 156788, 157261], [574.1428571428571, 641.0, 209, 157461, 157670], [696.0, 641.0, 214, 157844, 158058], [806.0, 641.0, 229, 158163, 158392], [780.5714285714286, 641.0, 481, 158426, 158907], [908.5, 641.0, 468, 159017, 159485], [975.2727272727273, 641.0, 737, 159516, 160253], [1111.25, 641.0, 244, 160483, 160727], [1261.4285714285713, 641.0, 205, 160944, 161149], [1330.842105263158, 641.0, 667, 161183, 161850], [1315.625, 641.0, 243, 161884, 162127], [1407.4285714285713, 641.0, 208, 162163, 162371]]"
598,1249,19,"[[1588.1764705882354, 641.0, 585, 162627, 163212], [379.85714285714283, 745.0, 203, 165286, 165489], [381.1875, 745.0, 541, 165522, 166063], [390.14285714285717, 745.0, 208, 166821, 167029], [602.0, 745.0, 208, 167279, 167487], [628.5625, 745.0, 542, 167522, 168064], [623.3125, 745.0, 525, 168108, 168633], [336.8125, 745.0, 519, 168941, 169460], [401.6875, 745.0, 521, 169494, 170015], [478.14285714285717, 745.0, 729, 170049, 170778]]"
598,1249,20,"[[597.0, 745.0, 215, 170917, 171132], [612.2692307692307, 745.0, 884, 171167, 172051], [686.5714285714286, 745.0, 215, 172085, 172300], [851.5333333333333, 745.0, 486, 172542, 173028], [790.6363636363636, 745.0, 362, 173064, 173426], [955.1111111111111, 745.0, 286, 173598, 173884], [1021.7692307692307, 745.0, 417, 173917, 174334], [1053.5454545454545, 745.0, 353, 174369, 174722], [1179.0, 745.0, 210, 174873, 175083], [1231.888888888889, 745.0, 271, 175120, 175391], [1263.0, 745.0, 431, 175424, 175855], [1282.7142857142858, 745.0, 229, 175888, 176117], [1345.7777777777778, 745.0, 292, 176159, 176451], [1416.6363636363637, 745.0, 355, 176485, 176840], [1475.4285714285713, 745.0, 465, 176875, 177340], [1552.5714285714287, 745.0, 736, 177374, 178110], [1501.125, 745.0, 259, 178160, 178419], [1642.6923076923076, 745.0, 435, 178530, 178965]]"
598,1249,21,"[[1607.5833333333333, 745.0, 402, 178999, 179401], [389.1, 745.0, 335, 180643, 180978], [442.14285714285717, 745.0, 202, 181012, 181214], [359.7857142857143, 745.0, 450, 181250, 181700], [435.0, 745.0, 209, 181735, 181944], [502.6666666666667, 745.0, 1243, 181977, 183220], [686.7142857142857, 745.0, 215, 183463, 183678], [710.1724137931035, 745.0, 972, 183713, 184685], [801.5714285714286, 745.0, 229, 184721, 184950], [884.8260869565217, 745.0, 798, 184984, 185782], [895.7777777777778, 745.0, 278, 185817, 186095], [826.75, 745.0, 376, 186129, 186505], [835.9, 745.0, 313, 186539, 186852]]"
598,1249,22,"[[728.7142857142857, 745.0, 208, 186928, 187136], [702.8571428571429, 745.0, 222, 187172, 187394], [1061.5833333333333, 745.0, 388, 187609, 187997], [1145.9444444444443, 745.0, 598, 188101, 188699], [1176.6, 745.0, 660, 188733, 189393], [1291.2857142857142, 745.0, 210, 189497, 189707], [1305.5555555555557, 745.0, 275, 189742, 190017], [1210.0, 745.0, 201, 190052, 190253], [1136.7857142857142, 745.0, 443, 190282, 190725], [1181.75, 745.0, 230, 190753, 190983], [1299.0, 745.0, 222, 191123, 191345], [1295.9411764705883, 745.0, 563, 191378, 191941], [1365.1818181818182, 745.0, 743, 191975, 192718], [1344.1818181818182, 745.0, 346, 192754, 193100], [1354.4117647058824, 745.0, 534, 193135, 193669], [1397.142857142857, 745.0, 202, 193705, 193907], [1477.5, 745.0, 327, 194009, 194336], [1491.625, 745.0, 263, 194372, 194635]]"
598,1249,23,"[[1561.9285714285713, 745.0, 467, 194669, 195136], [1495.857142857143, 745.0, 223, 195169, 195392], [1480.4285714285713, 745.0, 208, 195426, 195634], [1678.448275862069, 745.0, 979, 195808, 196787], [1640.625, 745.0, 255, 196823, 197078], [361.5, 797.0, 247, 198762, 199009], [468.0, 797.0, 208, 199087, 199295], [497.0, 797.0, 480, 199328, 199808], [562.6666666666666, 797.0, 403, 199843, 200246], [668.1875, 797.0, 528, 200279, 200807], [740.4285714285714, 797.0, 201, 200877, 201078], [907.9375, 797.0, 521, 201286, 201807], [964.4285714285714, 797.0, 201, 201842, 202043], [999.1428571428571, 797.0, 465, 202079, 202544], [1095.8, 797.0, 341, 202584, 202925]]"
598,1249,24,"[[1144.4444444444443, 797.0, 283, 202961, 203244], [1205.5, 797.0, 251, 203292, 203543], [1261.357142857143, 797.0, 467, 203577, 204044], [1359.9473684210527, 797.0, 667, 204077, 204744], [1355.4166666666667, 797.0, 363, 204821, 205184], [1440.8333333333333, 797.0, 409, 205216, 205625], [1480.1, 797.0, 333, 205660, 205993], [1572.2857142857142, 797.0, 230, 206027, 206257], [1646.9285714285713, 797.0, 458, 206293, 206751], [534.8666666666667, 797.0, 486, 207924, 208410], [562.4285714285714, 797.0, 209, 208445, 208654], [788.1, 797.0, 318, 208828, 209146], [813.4285714285714, 797.0, 232, 209181, 209413], [1150.5555555555557, 797.0, 302, 209708, 210010], [1316.142857142857, 797.0, 214, 210265, 210479], [1366.1818181818182, 797.0, 368, 210527, 210895]]"
598,1250,25,"[[388.0, 121.0, 853, 220471, 221324], [450.25, 121.0, 380, 221360, 221740], [511.375, 121.0, 261, 221776, 222037], [573.3333333333334, 121.0, 279, 222079, 222358], [642.5, 121.0, 546, 222395, 222941], [698.1052631578947, 121.0, 633, 222976, 223609], [764.5714285714286, 121.0, 215, 223643, 223858], [865.125, 121.0, 256, 223928, 224184], [913.5714285714286, 121.0, 215, 224220, 224435], [1037.4285714285713, 121.0, 208, 224539, 224747], [1086.0, 121.0, 583, 224782, 225365], [1177.4285714285713, 121.0, 222, 225399, 225621], [1258.090909090909, 121.0, 762, 225658, 226420], [1420.4, 121.0, 680, 226713, 227393], [1512.857142857143, 121.0, 208, 227462, 227670], [1563.0, 121.0, 356, 227706, 228062]]"
598,1250,26,"[[1643.25, 121.0, 250, 228247, 228497], [452.8235294117647, 173.0, 577, 229308, 229885], [391.2857142857143, 173.0, 215, 229920, 230135], [364.73333333333335, 173.0, 478, 230177, 230655], [416.0, 173.0, 799, 230692, 231491], [480.14285714285717, 173.0, 214, 231527, 231741], [548.6, 173.0, 1010, 231778, 232788], [670.6296296296297, 173.0, 898, 232895, 233793], [722.1428571428571, 173.0, 208, 233828, 234036], [804.6153846153846, 173.0, 424, 234072, 234496], [877.5882352941177, 173.0, 571, 234529, 235100], [949.3333333333334, 173.0, 277, 235134, 235411], [996.8636363636364, 173.0, 742, 235447, 236189]]"
598,1250,27,"[[1095.7142857142858, 173.0, 208, 236259, 236467], [1123.0, 173.0, 402, 236502, 236904], [1169.8461538461538, 173.0, 444, 236939, 237383], [1397.0384615384614, 173.0, 909, 237598, 238507], [1441.5, 173.0, 262, 238546, 238808], [1499.4285714285713, 173.0, 209, 238841, 239050], [1598.157894736842, 173.0, 674, 239084, 239758], [1693.2142857142858, 173.0, 507, 239834, 240341], [376.6666666666667, 225.0, 501, 241139, 241640], [349.85714285714283, 225.0, 222, 241674, 241896], [471.7692307692308, 225.0, 431, 242007, 242438], [525.0526315789474, 225.0, 626, 242472, 243098], [586.1428571428571, 225.0, 226, 243132, 243358], [757.2857142857143, 225.0, 215, 243570, 243785], [705.2857142857143, 225.0, 215, 243854, 244069]]"
598,1250,28,"[[672.375, 225.0, 251, 244104, 244355], [770.3, 225.0, 306, 244389, 244695], [823.8333333333334, 225.0, 597, 244729, 245326], [931.3333333333334, 225.0, 1034, 245362, 246396], [901.8571428571429, 225.0, 215, 246430, 246645], [1028.9166666666667, 225.0, 374, 246715, 247089], [718.375, 225.0, 243, 247334, 247577], [1080.5555555555557, 225.0, 282, 247925, 248207], [1097.4666666666667, 225.0, 485, 248243, 248728], [1064.2857142857142, 225.0, 207, 248771, 248978], [1076.9, 225.0, 665, 249014, 249679], [1225.7272727272727, 225.0, 353, 249827, 250180], [1200.75, 225.0, 414, 250224, 250638], [1280.7222222222222, 225.0, 598, 250672, 251270], [1298.8125, 225.0, 528, 251304, 251832]]"
598,1250,29,"[[1368.3846153846155, 225.0, 432, 251866, 252298], [1400.2857142857142, 225.0, 217, 252337, 252554], [1469.1, 225.0, 305, 252589, 252894], [1242.2222222222222, 225.0, 293, 253116, 253409], [1539.857142857143, 225.0, 206, 253723, 253929], [1592.75, 225.0, 391, 253963, 254354], [486.4651162790698, 277.0, 1487, 255873, 257360], [518.1428571428571, 277.0, 207, 257394, 257601], [558.0, 277.0, 674, 257636, 258310], [646.1666666666666, 277.0, 1269, 258451, 259720]]"
598,1250,30,"[[708.4, 277.0, 660, 259753, 260413], [724.75, 277.0, 667, 260448, 261115], [781.125, 277.0, 242, 261150, 261392], [889.2222222222222, 277.0, 285, 261531, 261816], [932.0, 277.0, 555, 261852, 262407], [995.5, 277.0, 527, 262441, 262968], [1141.142857142857, 277.0, 208, 263114, 263322], [1198.2857142857142, 277.0, 215, 263358, 263573], [1213.4, 277.0, 334, 263607, 263941], [1352.5384615384614, 277.0, 415, 264046, 264461], [1380.6, 277.0, 868, 264496, 265364], [1467.4444444444443, 277.0, 291, 265399, 265690], [1539.857142857143, 277.0, 206, 265727, 265933], [1591.9, 277.0, 319, 265969, 266288]]"
598,1250,31,"[[494.3421052631579, 329.0, 1336, 267291, 268627], [552.5882352941177, 329.0, 554, 268663, 269217], [674.0, 329.0, 215, 269321, 269536], [733.5, 329.0, 202, 269578, 269780], [809.4285714285714, 329.0, 235, 269815, 270050], [890.2857142857143, 329.0, 229, 270085, 270314], [937.4285714285714, 329.0, 208, 270350, 270558], [1036.7142857142858, 329.0, 213, 270594, 270807], [1080.7, 329.0, 321, 270849, 271170], [1165.0869565217392, 329.0, 776, 271205, 271981], [1401.2, 329.0, 695, 272300, 272995], [486.375, 381.0, 248, 274071, 274319], [395.84615384615387, 381.0, 424, 274356, 274780], [484.8181818181818, 381.0, 348, 274819, 275167], [549.6521739130435, 381.0, 818, 275204, 276022]]"
598,1250,32,"[[611.3333333333334, 381.0, 602, 276058, 276660], [575.7333333333333, 381.0, 492, 276696, 277188], [628.7, 381.0, 327, 277222, 277549], [584.4285714285714, 381.0, 208, 277585, 277793], [378.0769230769231, 381.0, 962, 277965, 278927], [534.8571428571429, 381.0, 236, 279118, 279354], [583.6842105263158, 381.0, 627, 279394, 280021], [671.4285714285714, 381.0, 223, 280055, 280278], [750.0, 381.0, 320, 280313, 280633], [820.5714285714286, 381.0, 208, 280668, 280876], [936.75, 381.0, 380, 280995, 281375], [1173.5714285714287, 381.0, 208, 281729, 281937], [1122.5714285714287, 381.0, 217, 281985, 282202], [1210.0, 381.0, 209, 282235, 282444], [1224.7142857142858, 381.0, 460, 282485, 282945], [1232.5454545454545, 381.0, 353, 282979, 283332], [1300.7142857142858, 381.0, 226, 283360, 283586], [1337.5, 381.0, 383, 283617, 284000], [1274.4285714285713, 381.0, 201, 284042, 284243]]"
598,1250,33,"[[1397.142857142857, 381.0, 233, 284311, 284544], [1452.5, 381.0, 250, 284582, 284832], [1527.4285714285713, 381.0, 215, 284868, 285083], [1605.6666666666667, 381.0, 592, 285117, 285709], [1658.2666666666667, 381.0, 517, 285745, 286262], [760.0833333333334, 433.0, 395, 286985, 287380], [421.6363636363636, 433.0, 346, 287680, 288026], [496.85714285714283, 433.0, 215, 288061, 288276], [546.3888888888889, 433.0, 618, 288311, 288929], [669.6923076923077, 433.0, 431, 289006, 289437], [720.7272727272727, 433.0, 333, 289471, 289804], [910.6, 433.0, 343, 290079, 290422], [1028.4285714285713, 433.0, 216, 290539, 290755], [1107.142857142857, 433.0, 208, 290790, 290998], [1182.65, 433.0, 675, 291033, 291708], [1240.4285714285713, 433.0, 219, 291776, 291995]]"
609,1267,0,"[[493.75, 121.0, 421, 10342, 10763], [1118.4285714285713, 121.0, 208, 11622, 11830], [546.0, 173.0, 250, 13240, 13490], [592.0, 173.0, 209, 13524, 13733], [690.6923076923077, 173.0, 410, 13768, 14178], [656.6923076923077, 173.0, 429, 14213, 14642], [761.875, 173.0, 243, 15177, 15420], [1093.7857142857142, 173.0, 443, 16497, 16940], [1361.8461538461538, 173.0, 485, 17171, 17656], [1501.7777777777778, 173.0, 297, 17859, 18156]]"
609,1267,1,"[[1669.888888888889, 173.0, 278, 18413, 18691], [935.2222222222222, 173.0, 279, 20474, 20753], [965.2857142857143, 173.0, 209, 20786, 20995], [1151.5, 173.0, 327, 21585, 21912], [1335.9444444444443, 173.0, 589, 22239, 22828], [1452.5714285714287, 173.0, 209, 22933, 23142], [1572.095238095238, 173.0, 691, 23262, 23953], [1620.5, 173.0, 236, 23989, 24225], [692.5, 225.0, 452, 25629, 26081]]"
609,1267,2,"[[808.6666666666666, 225.0, 381, 26668, 27049], [904.6666666666666, 225.0, 360, 27147, 27507], [876.7777777777778, 225.0, 285, 27543, 27828], [924.5555555555555, 225.0, 270, 27863, 28133], [771.2916666666666, 225.0, 757, 28265, 29022], [1183.7, 225.0, 299, 29355, 29654], [1324.6666666666667, 225.0, 278, 29855, 30133], [1445.142857142857, 225.0, 216, 30306, 30522], [1473.375, 225.0, 243, 30556, 30799], [1642.4285714285713, 225.0, 209, 30972, 31181], [1689.5238095238096, 225.0, 674, 31216, 31890], [498.4166666666667, 277.0, 807, 32937, 33744], [769.2727272727273, 277.0, 339, 34008, 34347]]"
609,1267,3,"[[801.2857142857143, 277.0, 214, 34382, 34596], [1306.2857142857142, 277.0, 207, 35383, 35590], [1380.4285714285713, 277.0, 209, 35624, 35833], [1514.7142857142858, 277.0, 208, 35972, 36180], [1575.2222222222222, 277.0, 591, 36214, 36805], [355.2, 329.0, 493, 37395, 37888], [869.0, 329.0, 252, 38798, 39050], [1057.2307692307693, 329.0, 404, 39568, 39972], [1090.764705882353, 329.0, 535, 40005, 40540], [1340.857142857143, 329.0, 470, 40931, 41401], [1430.5, 329.0, 521, 41471, 41992]]"
609,1267,4,"[[1673.8, 329.0, 312, 42199, 42511], [882.1333333333333, 381.0, 493, 44116, 44609], [1234.4285714285713, 381.0, 210, 45268, 45478], [1291.125, 381.0, 244, 45511, 45755], [1473.5714285714287, 381.0, 211, 45927, 46138], [1544.857142857143, 381.0, 212, 46171, 46383], [1707.2857142857142, 381.0, 209, 46622, 46831], [515.75, 433.0, 236, 47351, 47587], [547.5, 433.0, 536, 47622, 48158], [751.7142857142857, 433.0, 210, 48441, 48651], [973.0, 433.0, 418, 48962, 49380], [1109.7142857142858, 433.0, 209, 49615, 49824], [1218.7777777777778, 433.0, 285, 49927, 50212], [1270.5714285714287, 433.0, 204, 50258, 50462]]"
609,1267,5,"[[1270.5714285714287, 433.0, 204, 50258, 50462], [1337.3333333333333, 433.0, 693, 50497, 51190], [1631.3, 433.0, 314, 51615, 51929], [1699.7142857142858, 433.0, 208, 51962, 52170], [711.1428571428571, 485.0, 461, 53440, 53901], [864.2857142857143, 485.0, 216, 54072, 54288], [913.7142857142857, 485.0, 203, 54322, 54525], [1075.5714285714287, 485.0, 208, 54663, 54871], [1131.1, 485.0, 312, 54906, 55218], [1476.142857142857, 485.0, 209, 55780, 55989], [1528.0, 485.0, 209, 56023, 56232], [1618.625, 485.0, 258, 56275, 56533], [379.2857142857143, 537.0, 221, 57982, 58203]]"
609,1267,6,"[[750.4285714285714, 537.0, 217, 58724, 58941], [758.375, 537.0, 242, 58975, 59217], [980.0909090909091, 537.0, 347, 59467, 59814], [1278.8823529411766, 537.0, 593, 60439, 61032], [1521.5714285714287, 537.0, 208, 61709, 61917], [1664.0, 537.0, 250, 62056, 62306], [1714.8823529411766, 537.0, 570, 62341, 62911], [1654.8181818181818, 537.0, 345, 62948, 63293], [346.25, 589.0, 244, 63799, 64043], [880.5714285714286, 589.0, 217, 64651, 64868], [927.8571428571429, 589.0, 210, 64903, 65113], [1104.4285714285713, 589.0, 220, 65357, 65577], [1235.142857142857, 589.0, 210, 65882, 66092]]"
609,1267,7,"[[1472.125, 589.0, 246, 66407, 66653], [1731.2, 589.0, 316, 66942, 67258], [422.4, 641.0, 310, 67916, 68226], [983.0, 641.0, 264, 68875, 69139], [890.4285714285714, 641.0, 223, 69215, 69438], [1212.4285714285713, 641.0, 222, 69680, 69902], [1148.0, 641.0, 261, 69936, 70197], [1257.5714285714287, 641.0, 201, 70375, 70576], [1204.5714285714287, 641.0, 209, 70708, 70917], [1254.0, 641.0, 209, 70951, 71160], [1531.5714285714287, 641.0, 236, 71466, 71702], [1709.0, 641.0, 935, 71945, 72880], [495.4, 693.0, 327, 74187, 74514]]"
609,1267,8,"[[495.4, 693.0, 327, 74187, 74514], [546.5714285714286, 693.0, 220, 74548, 74768], [656.2222222222222, 693.0, 280, 74873, 75153], [586.5555555555555, 693.0, 278, 75186, 75464], [603.625, 693.0, 282, 75498, 75780], [1089.0, 693.0, 248, 76436, 76684], [1146.7142857142858, 693.0, 210, 76721, 76931], [1212.125, 693.0, 528, 76964, 77492], [1198.625, 693.0, 249, 77528, 77777], [1404.125, 693.0, 528, 78178, 78706], [1610.2857142857142, 693.0, 211, 78884, 79095], [1678.125, 693.0, 243, 79130, 79373], [1730.2, 693.0, 485, 79408, 79893], [399.22222222222223, 745.0, 272, 80476, 80748], [444.8, 745.0, 486, 80782, 81268], [646.3333333333334, 745.0, 283, 81625, 81908], [758.7142857142857, 745.0, 215, 82095, 82310]]"
609,1267,9,"[[820.8333333333334, 745.0, 598, 82344, 82942], [823.9, 745.0, 385, 82980, 83365], [1027.7142857142858, 745.0, 206, 83798, 84004], [1081.3333333333333, 745.0, 272, 84038, 84310], [1240.5, 745.0, 245, 84560, 84805], [1296.4285714285713, 745.0, 230, 84837, 85067], [1417.5555555555557, 745.0, 280, 85101, 85381], [1458.2222222222222, 745.0, 278, 85415, 85693], [1489.888888888889, 745.0, 283, 85727, 86010], [1650.75, 745.0, 547, 86192, 86739], [1710.4285714285713, 745.0, 209, 86773, 86982], [879.4666666666667, 797.0, 488, 88641, 89129], [1143.8, 797.0, 306, 89607, 89913], [1131.857142857143, 797.0, 212, 89947, 90159]]"
609,1267,10,"[[1628.2142857142858, 797.0, 458, 90926, 91384], [1650.1, 797.0, 304, 91774, 92078], [1618.421052631579, 797.0, 582, 92114, 92696], [464.5, 849.0, 243, 94342, 94585], [566.4444444444445, 849.0, 288, 94689, 94977], [691.1428571428571, 849.0, 202, 95286, 95488], [707.0, 849.0, 833, 95522, 96355], [1027.75, 849.0, 521, 96668, 97189], [1094.9545454545455, 849.0, 742, 97294, 98036], [1174.857142857143, 849.0, 213, 98071, 98284]]"
609,1267,11,"[[1312.625, 849.0, 231, 98383, 98614], [1348.0, 849.0, 208, 98647, 98855], [669.9166666666666, 849.0, 393, 101209, 101602], [685.7142857142857, 849.0, 209, 101632, 101841], [971.2857142857143, 849.0, 210, 102229, 102439], [1029.1, 849.0, 312, 102472, 102784], [1154.0, 849.0, 209, 102889, 103098], [1181.0, 849.0, 275, 103134, 103409], [1177.0, 849.0, 312, 103438, 103750], [1224.4285714285713, 849.0, 208, 103784, 103992], [1285.0, 849.0, 342, 104027, 104369], [1311.7272727272727, 849.0, 354, 104402, 104756]]"
609,1268,12,[]
622,1288,0,"[[401.0, 121.0, 247, 8513, 8760], [720.1428571428571, 121.0, 363, 9144, 9507], [929.1111111111111, 121.0, 223, 9725, 9948], [1000.75, 121.0, 214, 9976, 10190], [1337.923076923077, 121.0, 345, 10810, 11155], [1574.9285714285713, 121.0, 370, 11450, 11820], [1596.75, 121.0, 215, 11849, 12064], [372.55555555555554, 173.0, 232, 12922, 13154], [814.8235294117648, 173.0, 477, 13977, 14454], [838.5454545454545, 173.0, 287, 14489, 14776], [851.0625, 173.0, 435, 14816, 15251]]"
622,1288,1,"[[1019.5, 173.0, 214, 15446, 15660], [1076.909090909091, 173.0, 287, 15696, 15983], [1134.4285714285713, 173.0, 387, 16017, 16404], [1208.125, 173.0, 207, 16446, 16653], [1292.090909090909, 173.0, 288, 16686, 16974], [1346.375, 173.0, 211, 17003, 17214], [1424.4583333333333, 173.0, 667, 17242, 17909], [1547.5, 173.0, 206, 18040, 18246], [1667.375, 173.0, 231, 18393, 18624], [517.0, 225.0, 231, 19316, 19547], [442.875, 225.0, 208, 19588, 19796], [444.8181818181818, 225.0, 274, 19821, 20095], [644.8888888888889, 225.0, 218, 20290, 20508], [816.3571428571429, 225.0, 377, 20652, 21029], [934.3333333333334, 225.0, 257, 21114, 21371], [1000.5172413793103, 225.0, 811, 21402, 22213], [1095.5, 225.0, 213, 22322, 22535], [1143.2307692307693, 225.0, 336, 22566, 22902], [1250.8666666666666, 225.0, 408, 22959, 23367]]"
622,1288,2,"[[1197.8181818181818, 225.0, 313, 23394, 23707], [1291.076923076923, 225.0, 368, 23736, 24104], [1346.888888888889, 225.0, 221, 24132, 24353], [1481.25, 225.0, 202, 24433, 24635], [1593.0, 225.0, 212, 24716, 24928], [1666.3333333333333, 225.0, 224, 24954, 25178], [780.7692307692307, 277.0, 323, 26563, 26886], [756.2222222222222, 277.0, 242, 26912, 27154], [847.25, 277.0, 200, 27183, 27383], [994.7058823529412, 277.0, 466, 27530, 27996], [1155.3333333333333, 277.0, 460, 28105, 28565], [1465.111111111111, 277.0, 232, 29161, 29393], [1537.6363636363637, 277.0, 303, 29424, 29727], [1584.5, 277.0, 302, 29757, 30059], [1711.8, 277.0, 516, 30140, 30656]]"
622,1288,3,"[[533.1666666666666, 329.0, 316, 31758, 32074], [896.1111111111111, 329.0, 223, 32745, 32968], [931.9047619047619, 329.0, 548, 33002, 33550], [1004.0, 329.0, 415, 33580, 33995], [1156.0, 329.0, 533, 34117, 34650], [1421.7857142857142, 329.0, 437, 34985, 35422], [1533.5, 329.0, 211, 35547, 35758], [1641.25, 329.0, 215, 35851, 36066], [1733.6666666666667, 329.0, 253, 36099, 36352], [567.8571428571429, 381.0, 205, 37563, 37768], [625.25, 381.0, 204, 37797, 38001], [707.5, 381.0, 234, 38030, 38264], [788.8823529411765, 381.0, 519, 38293, 38812], [872.375, 381.0, 210, 38878, 39088]]"
622,1288,4,"[[934.695652173913, 381.0, 736, 39121, 39857], [1006.5, 381.0, 267, 39887, 40154], [1096.0, 381.0, 284, 40187, 40471], [1156.375, 381.0, 219, 40498, 40717], [1290.375, 381.0, 211, 40876, 41087], [1363.8666666666666, 381.0, 415, 41117, 41532], [1600.875, 381.0, 207, 41861, 42068], [1696.25, 381.0, 213, 42155, 42368], [1740.4444444444443, 381.0, 242, 42398, 42640], [555.0909090909091, 433.0, 304, 42966, 43270], [399.0, 433.0, 357, 43457, 43814], [728.0, 433.0, 264, 44144, 44408], [753.6923076923077, 433.0, 364, 44436, 44800], [942.375, 433.0, 224, 44973, 45197], [970.375, 433.0, 214, 45230, 45444], [1058.4615384615386, 433.0, 377, 45473, 45850], [1193.125, 433.0, 226, 46092, 46318], [1345.4444444444443, 433.0, 234, 46542, 46776], [1386.6666666666667, 433.0, 400, 46805, 47205]]"
622,1288,5,"[[1585.5714285714287, 433.0, 430, 47355, 47785], [1557.125, 433.0, 214, 47815, 48029], [649.2857142857143, 485.0, 202, 49544, 49746], [717.7, 485.0, 263, 49778, 50041], [757.3125, 485.0, 455, 50071, 50526], [868.25, 485.0, 226, 50587, 50813], [927.0, 485.0, 626, 50841, 51467], [1109.875, 485.0, 204, 51599, 51803], [1046.2222222222222, 485.0, 223, 51831, 52054], [1335.1304347826087, 485.0, 688, 52226, 52914], [1631.6818181818182, 485.0, 610, 53211, 53821], [1694.1818181818182, 485.0, 324, 53848, 54172]]"
622,1288,6,"[[494.875, 537.0, 465, 55200, 55665], [678.1538461538462, 537.0, 364, 55814, 56178], [729.875, 537.0, 201, 56210, 56411], [1144.4444444444443, 537.0, 265, 56828, 57093], [1045.6, 537.0, 302, 57165, 57467], [1135.142857142857, 537.0, 209, 57500, 57709], [1358.375, 537.0, 206, 57978, 58184], [1478.8181818181818, 537.0, 303, 58346, 58649], [1536.1, 537.0, 285, 58679, 58964], [1629.625, 537.0, 210, 59066, 59276], [443.59090909090907, 589.0, 601, 60328, 60929], [496.7692307692308, 589.0, 373, 60962, 61335], [613.5, 589.0, 516, 61453, 61969], [665.625, 589.0, 203, 61993, 62196], [789.5454545454545, 589.0, 300, 62224, 62524], [843.625, 589.0, 205, 62553, 62758], [918.0, 589.0, 234, 62786, 63020]]"
622,1288,7,"[[1205.375, 589.0, 739, 63225, 63964], [1515.0625, 589.0, 439, 64174, 64613], [1702.125, 589.0, 204, 64905, 65109], [517.0, 641.0, 378, 65841, 66219], [494.125, 641.0, 220, 66248, 66468], [398.0, 641.0, 420, 66503, 66923], [476.1666666666667, 641.0, 347, 66954, 67301], [730.4516129032259, 641.0, 899, 67532, 68431], [870.0, 641.0, 538, 68593, 69131], [944.875, 641.0, 216, 69160, 69376], [1021.7272727272727, 641.0, 318, 69403, 69721], [1095.642857142857, 641.0, 422, 69758, 70180], [1229.4, 641.0, 281, 70284, 70565], [1236.9444444444443, 641.0, 540, 70597, 71137]]"
622,1288,8,"[[1316.2105263157894, 641.0, 618, 71172, 71790], [1380.3461538461538, 641.0, 793, 71829, 72622], [1520.875, 641.0, 213, 72748, 72961], [1567.28, 641.0, 687, 72988, 73675], [1643.3846153846155, 641.0, 393, 73708, 74101], [375.8333333333333, 693.0, 710, 75098, 75808], [479.625, 693.0, 211, 75877, 76088], [699.1428571428571, 693.0, 204, 76268, 76472], [748.125, 693.0, 463, 76503, 76966], [874.9375, 693.0, 471, 77035, 77506], [906.5454545454545, 693.0, 316, 77531, 77847], [1058.6, 693.0, 269, 77996, 78265], [1151.125, 693.0, 206, 78352, 78558], [1227.8181818181818, 693.0, 287, 78588, 78875], [1295.125, 693.0, 210, 78908, 79118], [1354.3, 693.0, 253, 79159, 79412]]"
622,1288,9,"[[1475.8, 693.0, 253, 79466, 79719], [1538.5833333333333, 693.0, 347, 79748, 80095], [1586.1666666666667, 693.0, 320, 80123, 80443], [1722.111111111111, 693.0, 236, 80758, 80994], [697.0666666666667, 745.0, 407, 81327, 81734], [371.8888888888889, 745.0, 231, 81952, 82183], [548.25, 745.0, 215, 82292, 82507], [645.625, 745.0, 207, 82568, 82775], [760.2307692307693, 745.0, 358, 82889, 83247], [810.0, 745.0, 212, 83275, 83487], [929.5, 745.0, 673, 83546, 84219], [1090.375, 745.0, 203, 84402, 84605], [1116.5, 745.0, 339, 84630, 84969], [1148.1538461538462, 745.0, 374, 85000, 85374], [1352.0, 745.0, 571, 85597, 86168], [1402.9473684210527, 745.0, 582, 86200, 86782], [1557.5, 745.0, 212, 87019, 87231], [1625.111111111111, 745.0, 240, 87260, 87500]]"
622,1288,10,"[[1682.590909090909, 745.0, 696, 87529, 88225], [503.42857142857144, 797.0, 208, 89002, 89210], [414.3076923076923, 797.0, 378, 89768, 90146], [479.63157894736844, 797.0, 556, 90175, 90731], [639.9047619047619, 797.0, 606, 90924, 91530], [562.2222222222222, 797.0, 247, 91762, 92009], [757.1818181818181, 797.0, 322, 92154, 92476], [803.2857142857143, 797.0, 207, 92505, 92712], [848.7, 797.0, 302, 92741, 93043], [801.2, 797.0, 258, 93081, 93339], [909.8888888888889, 797.0, 542, 93371, 93913], [963.6, 797.0, 260, 93941, 94201], [1040.0, 797.0, 299, 94228, 94527], [1087.4545454545455, 797.0, 655, 94555, 95210]]"
